CustomerID,Name,Gender,Age,Country,JoinDate,Salary
490,Customer_490,Female,67,USA,2022-09-03,50263.89
194,Customer_194,Male,25,Germany,2022-08-10,52654.12
141,Customer_141,Female,47,USA,2024-01-08,52707.35
417,Customer_417,Male,31,Germany,2023-05-22,47552.28
477,Customer_477,Male,36,USA,2023-08-17,65112.29
153,Customer_153,Male,53,USA,2023-09-24,44143.51
270,Customer_270,Male,69,India,2023-06-05,52908.38
97,Customer_97,Male,26,USA,2022-03-13,58149.33
211,Customer_211,Male,56,USA,2022-12-17,43211.75
533,Customer_533,Male,36,India,2022-11-05,66226.28
575,Customer_575,Male,58,Germany,2022-10-13,32690.1
333,Customer_333,Male,63,India,2024-05-12,44689.57
76,Customer_76,Male,69,India,2024-06-10,38631.65
264,Customer_264,Female,29,Germany,2022-12-29,66794.02
150,Customer_150,Female,56,Germany,2022-08-01,43874.71
515,Customer_515,Male,23,India,2022-07-11,46078.83
462,Customer_462,Female,46,India,2022-09-06,71255.09
254,Customer_254,Female,46,Germany,2024-06-11,48497.11
370,Customer_370,Male,62,USA,2023-08-09,57091.13
322,Customer_322,Male,44,India,2023-09-05,52707.35
152,Customer_152,Female,35,India,2023-12-05,46568.98
303,Customer_303,Male,44,USA,2023-04-27,56854.44
191,Customer_191,Male,27,India,2022-05-27,34991.35
349,Customer_349,Female,65,USA,2023-02-13,67473.12
244,Customer_244,Female,21,Germany,2022-03-11,63809.92
88,Customer_88,Female,65,India,2023-02-13,52348.98
561,Customer_561,Female,21,USA,2022-12-02,58974.31
419,Customer_419,Female,32,India,2023-01-15,53395.52
289,Customer_289,Male,44,USA,2022-07-04,59355.96
167,Customer_167,Female,53,USA,2023-09-05,58884.75
578,Customer_578,Female,44,Unknown,2023-12-29,41756.04
156,Customer_156,Female,33,India,2023-05-01,48592.62
357,Customer_357,Male,44,Germany,2024-01-16,38546.5
382,Customer_382,Female,68,India,2022-11-08,32737.18
280,Customer_280,Female,33,India,2022-09-05,68787.89
127,Customer_127,Female,37,USA,2022-05-02,53699.54
23,Customer_23,Male,59,India,2024-03-08,52520.9
283,Customer_283,Male,21,USA,2022-08-18,48770.96
472,Customer_472,Male,65,USA,2022-01-23,73332.08
368,Customer_368,Male,59,USA,2023-12-29,41601.02
26,Customer_26,Male,44,India,2023-10-08,67425.94
197,Customer_197,Male,53,Germany,2022-02-28,37155.62
65,Customer_65,Female,27,Germany,2022-02-24,63658.22
16,Customer_16,Female,44,Germany,2022-02-20,45953.91
467,Customer_467,Female,44,India,2024-02-16,48388.55
298,Customer_298,Male,62,India,2023-10-29,84705.1
337,Customer_337,Unknown,31,USA,2023-06-23,72653.27
27,Customer_27,Female,32,India,2023-05-11,25839.97
44,Customer_44,Male,50,USA,2022-05-17,43308.7
498,Customer_498,Female,58,India,2022-11-11,75949.92
516,Customer_516,Female,54,Germany,2022-08-21,57120.22
590,Customer_590,Female,22,Germany,2023-11-03,43446.31
562,Customer_562,Female,31,India,2022-11-05,52824.3
455,Customer_455,Female,54,USA,2024-02-21,89027.32
388,Customer_388,Female,25,India,2024-05-11,84124.73
72,Customer_72,Female,61,India,2023-05-13,48657.49
543,Customer_543,Male,29,India,2022-08-28,53949.95
457,Customer_457,Unknown,23,India,2024-03-24,40327.6
432,Customer_432,Female,31,Germany,2023-02-10,59781.02
265,Customer_265,Female,61,USA,2024-02-14,43128.6
210,Customer_210,Male,18,Germany,2022-03-08,66538.54
317,Customer_317,Female,51,India,2024-06-12,89027.32
514,Customer_514,Female,63,Germany,2023-04-07,34865.21
314,Customer_314,Male,31,India,2023-10-04,55328.05
535,Customer_535,Female,57,USA,2022-04-17,61344.2
320,Customer_320,Female,31,Germany,2024-02-15,61170.66
8,Customer_8,Female,39,Germany,2022-02-17,22938.47
394,Customer_394,Male,45,Germany,2023-12-13,57173.48
142,Customer_142,Female,44,Germany,2022-09-06,89027.32
87,Customer_87,Female,43,Germany,2023-05-16,61014.0
479,Customer_479,Male,24,India,2023-09-07,58571.84
504,Customer_504,Male,56,USA,2022-04-29,47410.87
216,Customer_216,Female,60,India,2023-12-22,61137.18
581,Customer_581,Female,69,USA,2023-08-04,89027.32
563,Customer_563,Female,32,USA,2023-08-01,64868.76
399,Customer_399,Female,25,India,2022-06-30,79280.33
491,Customer_491,Male,21,USA,2023-03-10,60800.0
253,Customer_253,Female,35,India,2023-12-24,50337.83
469,Customer_469,Male,33,India,2024-04-04,62464.68
358,Customer_358,Female,43,USA,2022-07-21,62723.84
255,Customer_255,Male,48,India,2023-04-25,52707.35
277,Customer_277,Female,65,USA,2023-04-27,48557.89
179,Customer_179,Male,61,USA,2023-09-25,52530.03
282,Customer_282,Female,43,India,2022-06-16,17710.6
391,Customer_391,Female,42,Germany,2024-06-05,50918.85
509,Customer_509,Male,35,India,2024-02-27,80743.28
584,Customer_584,Male,43,USA,2023-10-19,34131.66
130,Customer_130,Female,55,India,2023-10-27,52707.35
73,Customer_73,Female,44,India,2023-08-31,54469.79
236,Customer_236,Female,38,India,2024-04-22,48149.96
